t,S,I,R
1.55635,3091,649,260
1.55646,3090,650,260
1.55665,3090,649,261
1.55684,3089,650,261
1.55688,3088,651,261
1.55784,3087,652,261
1.5581,3086,653,261
1.5588,3085,654,261
1.55897,3084,655,261
1.56013,3083,656,261
1.56037,3082,657,261
1.56056,3081,658,261
1.56069,3080,659,261
1.56083,3079,660,261
1.56087,3078,661,261
1.56114,3077,662,261
1.56125,3077,661,262
1.56149,3076,662,262
1.56152,3075,663,262
1.56283,3074,664,262
1.56284,3073,665,262
1.56295,3072,666,262
1.56305,3072,665,263
1.5631,3071,666,263
1.56315,3070,667,263
1.56377,3069,668,263
1.56485,3068,669,263
1.5662,3067,670,263
1.56627,3066,671,263
1.56634,3065,672,263
1.56703,3064,673,263
1.56712,3064,672,264
1.56742,3064,671,265
1.56762,3063,672,265
1.56784,3062,673,265
1.56804,3061,674,265
1.56822,3060,675,265
1.56849,3060,674,266
1.56868,3059,675,266
1.56896,3058,676,266
1.56896,3058,675,267
1.56977,3058,674,268
1.57081,3057,675,268
1.57161,3056,676,268
1.57171,3055,677,268
1.5719,3055,676,269
1.57213,3054,677,269
1.57248,3053,678,269
1.57313,3052,679,269
1.57313,3052,678,270
1.57326,3052,677,271
1.57349,3051,678,271
1.57414,3050,679,271
1.57449,3049,680,271
1.57486,3048,681,271
1.57511,3047,682,271
1.57534,3047,681,272
1.57542,3046,682,272
1.57567,3045,683,272
1.57587,3044,684,272
1.57588,3043,685,272
1.57602,3042,686,272
1.57643,3042,685,273
1.5769,3041,686,273
1.57718,3040,687,273
1.57731,3039,688,273
1.57741,3039,687,274
1.57776,3038,688,274
1.57783,3037,689,274
1.57816,3036,690,274
1.57839,3036,689,275
1.57857,3035,690,275
1.57867,3034,691,275
1.57918,3034,690,276
1.57935,3033,691,276
1.57943,3032,692,276
1.5798,3032,691,277
1.58004,3031,692,277
1.58034,3030,693,277
1.5808,3029,694,277
1.58097,3028,695,277
1.581,3028,694,278
1.58132,3028,693,279
1.58135,3027,694,279
1.58163,3026,695,279
1.58233,3025,696,279
1.58243,3024,697,279
1.58266,3023,698,279
1.5829,3022,699,279
1.58385,3021,700,279
1.58416,3020,701,279
1.5842,3019,702,279
1.58421,3018,703,279
1.58443,3018,702,280
1.5847,3018,701,281
1.58505,3017,702,281
1.58539,3017,701,282
1.5858,3016,702,282
1.5862,3015,703,282
1.58638,3014,704,282
1.58646,3013,705,282
1.58662,3012,706,282
1.58745,3011,707,282
1.58753,3011,706,283
1.5877,3010,707,283
1.58807,3009,708,283
1.58823,3008,709,283
1.5883,3007,710,283
1.58836,3006,711,283
1.58872,3005,712,283
1.5901,3004,713,283
1.59063,3004,712,284
1.5911,3003,713,284
1.59124,3002,714,284
1.59148,3002,713,285
1.59264,3002,712,286
1.59313,3001,713,286
1.59313,3000,714,286
1.59385,2999,715,286
1.59403,2998,716,286
1.59493,2997,717,286
1.59504,2996,718,286
1.59558,2995,719,286
1.59597,2994,720,286
1.59601,2993,721,286
1.59675,2993,720,287
1.59695,2992,721,287
1.59726,2991,722,287
1.59793,2990,723,287
1.59817,2989,724,287
1.59854,2988,725,287
1.5987,2988,724,288
1.59919,2987,725,288
1.59923,2986,726,288
1.59924,2986,725,289
1.59952,2985,726,289
1.59983,2985,725,290
1.59988,2984,726,290
1.60001,2983,727,290
1.60077,2982,728,290
1.60087,2981,729,290
1.60115,2980,730,290
1.60118,2979,731,290
1.60128,2978,732,290
1.60182,2977,733,290
1.60207,2976,734,290
1.60228,2976,733,291
1.60249,2975,734,291
1.60292,2974,735,291
1.60318,2974,734,292
1.60366,2973,735,292
1.60367,2972,736,292
1.60381,2972,735,293
1.60449,2971,736,293
1.60449,2970,737,293
1.60462,2969,738,293
1.60486,2968,739,293
1.60529,2967,740,293
1.60616,2967,739,294
1.60646,2966,740,294
1.60709,2965,741,294
1.60734,2964,742,294
1.60742,2963,743,294
1.60828,2962,744,294
1.60944,2962,743,295
1.60989,2961,744,295
1.61013,2960,745,295
1.61046,2959,746,295
1.61061,2959,745,296
1.61122,2958,746,296
1.61142,2957,747,296
1.61145,2956,748,296
1.61181,2955,749,296
1.61365,2955,748,297
1.61369,2954,749,297
1.61394,2953,750,297
1.61394,2952,751,297
1.61402,2951,752,297
1.61407,2950,753,297
1.61413,2950,752,298
1.61446,2950,751,299
1.61459,2949,752,299
1.61482,2948,753,299
1.6154,2947,754,299
1.61554,2947,753,300
1.61576,2946,754,300
1.61595,2945,755,300
1.6162,2944,756,300
1.61647,2943,757,300
1.61665,2943,756,301
1.61668,2942,757,301
1.61684,2942,756,302
1.61692,2941,757,302
1.61706,2940,758,302
1.61711,2939,759,302
1.61768,2939,758,303
1.6184,2938,759,303
1.61842,2937,760,303
1.61874,2936,761,303
1.61908,2935,762,303
1.61935,2934,763,303
1.62037,2934,762,304
1.62066,2933,763,304
1.6208,2932,764,304
1.62123,2931,765,304
1.62133,2931,764,305
1.62157,2931,763,306
1.62162,2930,764,306
1.62169,2929,765,306
1.62169,2928,766,306
1.62259,2928,765,307
1.6226,2928,764,308
1.62279,2927,765,308
1.62296,2926,766,308
1.62348,2925,767,308
1.6238,2924,768,308
1.62391,2923,769,308
1.62394,2922,770,308
1.62416,2922,769,309
1.62424,2922,768,310
1.6244,2922,767,311
1.62475,2922,766,312
1.62549,2922,765,313
1.62575,2921,766,313
1.62619,2920,767,313
1.62682,2920,766,314
1.62695,2919,767,314
1.6271,2918,768,314
1.62726,2917,769,314
1.62799,2916,770,314
1.62833,2916,769,315
1.62853,2915,770,315
1.6287,2914,771,315
1.62898,2914,770,316
1.62914,2913,771,316
1.62919,2912,772,316
1.62943,2911,773,316
1.63009,2910,774,316
1.63036,2909,775,316
1.6307,2909,774,317
1.63087,2908,775,317
1.63117,2908,774,318
1.63226,2907,775,318
1.63242,2906,776,318
1.63311,2905,777,318
1.63355,2904,778,318
1.63381,2903,779,318
1.63392,2902,780,318
1.63407,2901,781,318
1.63411,2900,782,318
1.63431,2900,781,319
1.63456,2899,782,319
1.63466,2898,783,319
1.63474,2897,784,319
1.63585,2896,785,319
1.63635,2895,786,319
1.63651,2894,787,319
1.63699,2893,788,319
1.63716,2892,789,319
1.63756,2892,788,320
1.63779,2891,789,320
1.63803,2890,790,320
1.63826,2889,791,320
1.63836,2888,792,320
1.63884,2887,793,320
1.63896,2886,794,320
1.63937,2886,793,321
1.63948,2885,794,321
1.63957,2884,795,321
1.63968,2883,796,321
1.63968,2883,795,322
1.63973,2882,796,322
1.6402,2881,797,322
1.64026,2880,798,322
1.64063,2879,799,322
1.64071,2879,798,323
1.64109,2878,799,323
1.64177,2877,800,323
1.64178,2877,799,324
1.64179,2877,798,325
1.64198,2876,799,325
1.64208,2876,798,326
1.64267,2876,797,327
1.64269,2876,796,328
1.64302,2876,795,329
1.64343,2875,796,329
1.64446,2874,797,329
1.64533,2874,796,330
1.64582,2873,797,330
1.64582,2872,798,330
1.64622,2872,797,331
1.64632,2871,798,331
1.64662,2870,799,331
1.64675,2870,798,332
1.64733,2870,797,333
1.64739,2869,798,333
1.64748,2868,799,333
1.64749,2867,800,333
1.64773,2867,799,334
1.64819,2866,800,334
1.64881,2865,801,334
1.64908,2865,800,335
1.64915,2864,801,335
1.64922,2863,802,335
1.65002,2862,803,335
1.65077,2861,804,335
1.65078,2860,805,335
1.65124,2859,806,335
1.65162,2859,805,336
1.65171,2858,806,336
1.65187,2858,805,337
1.65228,2857,806,337
1.65321,2856,807,337
1.65363,2855,808,337
1.6548,2854,809,337
1.65481,2853,810,337
1.65486,2852,811,337
1.65562,2852,810,338
1.65567,2851,811,338
1.65572,2851,810,339
1.65575,2850,811,339
1.65637,2849,812,339
1.65642,2848,813,339
1.65655,2848,812,340
1.65678,2848,811,341
1.65682,2847,812,341
1.65711,2846,813,341
1.65716,2845,814,341
1.65727,2844,815,341
1.65735,2843,816,341
1.65743,2842,817,341
1.65813,2841,818,341
1.65847,2841,817,342
1.65932,2840,818,342
1.6598,2839,819,342
1.65994,2838,820,342
1.65998,2837,821,342
1.66006,2837,820,343
1.66053,2836,821,343
1.66054,2836,820,344
1.66066,2836,819,345
1.66069,2835,820,345
1.66074,2834,821,345
1.66097,2834,820,346
1.66117,2834,819,347
1.66126,2833,820,347
1.66143,2832,821,347
1.66169,2832,820,348
1.66177,2831,821,348
1.66204,2831,820,349
1.6622,2831,819,350
1.66229,2830,820,350
1.66294,2829,821,350
1.66342,2828,822,350
1.66348,2828,821,351
1.66352,2828,820,352
1.6643,2827,821,352
1.66434,2827,820,353
1.6644,2826,821,353
1.66454,2825,822,353
1.66457,2824,823,353
1.66489,2823,824,353
1.66543,2823,823,354
1.66546,2822,824,354
1.66559,2822,823,355
1.66565,2821,824,355
1.66596,2820,825,355
1.6668,2820,824,356
1.66681,2819,825,356
1.66707,2819,824,357
1.66715,2819,823,358
1.66741,2818,824,358
1.66743,2817,825,358
1.66808,2816,826,358
1.66816,2815,827,358
1.66849,2815,826,359
1.66905,2814,827,359
1.66926,2813,828,359
1.66933,2812,829,359
1.66943,2811,830,359
1.66962,2810,831,359
1.67021,2809,832,359
1.6707,2808,833,359
1.67096,2807,834,359
1.67185,2806,835,359
1.67216,2805,836,359
1.67228,2804,837,359
1.67323,2803,838,359
1.67367,2802,839,359
1.67454,2801,840,359
1.67469,2801,839,360
1.67525,2800,840,360
1.67532,2799,841,360
1.67547,2798,842,360
1.67549,2797,843,360
1.6755,2796,844,360
1.67552,2795,845,360
1.67558,2794,846,360
1.6758,2794,845,361
1.67613,2794,844,362
1.67648,2793,845,362
1.67654,2792,846,362
1.6766,2791,847,362
1.67693,2790,848,362
1.67698,2789,849,362
1.67784,2788,850,362
1.67825,2787,851,362
1.67878,2787,850,363
1.67925,2787,849,364
1.67995,2786,850,364
1.68056,2785,851,364
1.68072,2784,852,364
1.68073,2784,851,365
1.68122,2783,852,365
1.68146,2782,853,365
1.68178,2781,854,365
1.68216,2780,855,365
1.68228,2779,856,365
1.68249,2779,855,366
1.68271,2779,854,367
1.68287,2778,855,367
1.68307,2778,854,368
1.68329,2777,855,368
1.68345,2776,856,368
1.68357,2775,857,368
1.68364,2774,858,368
1.68409,2773,859,368
1.6841,2772,860,368
1.68411,2771,861,368
1.68436,2770,862,368
1.68461,2770,861,369
1.68508,2770,860,370
1.68528,2770,859,371
1.68577,2769,860,371
1.68607,2768,861,371
1.6865,2767,862,371
1.68669,2766,863,371
1.68696,2766,862,372
1.68706,2765,863,372
1.68754,2764,864,372
1.68797,2764,863,373
1.68797,2763,864,373
1.68801,2762,865,373
1.68809,2761,866,373
1.68836,2761,865,374
1.68841,2761,864,375
1.68884,2760,865,375
1.68903,2759,866,375
1.68904,2759,865,376
1.68965,2759,864,377
1.68986,2759,863,378
1.69023,2758,864,378
1.69061,2757,865,378
1.69088,2757,864,379
1.6909,2756,865,379
1.69135,2756,864,380
1.69143,2755,865,380
1.69145,2754,866,380
1.69171,2754,865,381
1.69207,2754,864,382
1.69226,2753,865,382
1.69251,2752,866,382
1.69292,2751,867,382
1.69326,2751,866,383
1.69428,2751,865,384
1.69469,2750,866,384
1.69481,2750,865,385
1.69483,2749,866,385
1.69574,2749,865,386
1.69623,2749,864,387
1.69686,2748,865,387
1.69717,2747,866,387
1.69777,2746,867,387
1.69866,2745,868,387
1.69879,2744,869,387
1.69894,2743,870,387
1.69894,2742,871,387
1.7,2742,870,388
1.70041,2741,871,388
1.70051,2741,870,389
1.70092,2740,871,389
1.70097,2739,872,389
1.70154,2738,873,389
1.70169,2738,872,390
1.70206,2737,873,390
1.70279,2736,874,390
1.70296,2736,873,391
1.70301,2735,874,391
1.70305,2734,875,391
1.7037,2733,876,391
1.70377,2732,877,391
1.70436,2731,878,391
1.70454,2730,879,391
1.7046,2729,880,391
1.70462,2728,881,391
1.7049,2727,882,391
1.70503,2726,883,391
1.70538,2725,884,391
1.70584,2725,883,392
1.70724,2724,884,392
1.7073,2723,885,392
1.70758,2723,884,393
1.70772,2722,885,393
1.70916,2722,884,394
1.70921,2721,885,394
1.70984,2720,886,394
1.71057,2719,887,394
1.71067,2718,888,394
1.71083,2717,889,394
1.71098,2716,890,394
1.71118,2715,891,394
1.71118,2714,892,394
1.71152,2713,893,394
1.71162,2712,894,394
1.71182,2711,895,394
1.71204,2710,896,394
1.71284,2709,897,394
1.71292,2708,898,394
1.71336,2708,897,395
1.71394,2708,896,396
1.71436,2708,895,397
1.7144,2707,896,397
1.71454,2706,897,397
1.71458,2705,898,397
1.71461,2705,897,398
1.71467,2704,898,398
1.71512,2703,899,398
1.7155,2702,900,398
1.71669,2701,901,398
1.71675,2701,900,399
1.71699,2701,899,400
1.717,2700,900,400
1.71747,2699,901,400
1.71748,2698,902,400
1.71756,2697,903,400
1.7179,2696,904,400
1.71809,2696,903,401
1.71818,2695,904,401
1.71859,2694,905,401
1.71879,2693,906,401
1.71935,2692,907,401
1.71943,2691,908,401
1.71953,2690,909,401
1.71962,2690,908,402
1.71976,2689,909,402
1.7198,2688,910,402
1.72014,2687,911,402
1.72057,2686,912,402
1.72066,2686,911,403
1.72083,2685,912,403
1.72127,2684,913,403
1.72168,2683,914,403
1.72171,2682,915,403
1.7218,2681,916,403
1.72219,2680,917,403
1.72255,2679,918,403
1.72256,2678,919,403
1.72265,2677,920,403
1.72277,2677,919,404
1.72304,2677,918,405
1.72333,2677,917,406
1.72366,2676,918,406
1.72374,2675,919,406
1.72382,2674,920,406
1.72389,2673,921,406
1.72403,2673,920,407
1.72406,2672,921,407
1.7241,2671,922,407
1.72428,2670,923,407
1.72491,2669,924,407
1.72493,2668,925,407
1.72497,2667,926,407
1.72498,2666,927,407
1.72511,2665,928,407
1.72529,2665,927,408
1.72546,2664,928,408
1.72562,2664,927,409
1.72662,2663,928,409
1.72696,2662,929,409
1.727,2661,930,409
1.72711,2661,929,410
1.72743,2660,930,410
1.72746,2659,931,410
1.72758,2658,932,410
1.72776,2657,933,410
1.72813,2656,934,410
1.72835,2655,935,410
1.72897,2654,936,410
1.7293,2653,937,410
1.72946,2652,938,410
1.72993,2651,939,410
1.73031,2650,940,410
1.73056,2649,941,410
1.73058,2648,942,410
1.73063,2648,941,411
1.73114,2648,940,412
1.73155,2647,941,412
1.73184,2646,942,412
1.73189,2646,941,413
1.7324,2645,942,413
1.73243,2644,943,413
1.73249,2643,944,413
1.73252,2643,943,414
1.73264,2642,944,414
1.73273,2641,945,414
1.7328,2640,946,414
1.73291,2640,945,415
1.73293,2639,946,415
1.7331,2638,947,415
1.73325,2638,946,416
1.73332,2637,947,416
1.73354,2637,946,417
1.73379,2637,945,418
1.73397,2636,946,418
1.73423,2635,947,418
1.73427,2634,948,418
1.7344,2634,947,419
1.73453,2633,948,419
1.73458,2632,949,419
1.73529,2632,948,420
1.73535,2631,949,420
1.73592,2630,950,420
1.73603,2629,951,420
1.73615,2629,950,421
1.73632,2628,951,421
1.73632,2628,950,422
1.73694,2627,951,422
1.73728,2626,952,422
1.73733,2625,953,422
1.73755,2625,952,423
1.73803,2624,953,423
1.73805,2623,954,423
1.73808,2622,955,423
1.73835,2621,956,423
1.73862,2620,957,423
1.73934,2619,958,423
1.73964,2619,957,424
1.73973,2618,958,424
1.73996,2617,959,424
1.74003,2616,960,424
1.74003,2615,961,424
1.74027,2614,962,424
1.74029,2613,963,424
1.74048,2613,962,425
1.74051,2613,961,426
1.7414,2612,962,426
1.74151,2611,963,426
1.74163,2610,964,426
1.74167,2609,965,426
1.74171,2608,966,426
1.74172,2607,967,426
1.74212,2606,968,426
1.74235,2606,967,427
1.74335,2605,968,427
1.74394,2604,969,427
1.74446,2603,970,427
1.74453,2602,971,427
1.74455,2601,972,427
1.74481,2600,973,427
1.74486,2599,974,427
1.74512,2598,975,427
1.74539,2597,976,427
1.74586,2596,977,427
1.7463,2595,978,427
1.74637,2594,979,427
1.74655,2594,978,428
1.74719,2594,977,429
1.74733,2593,978,429
1.74763,2593,977,430
1.74794,2592,978,430
1.74821,2591,979,430
1.74827,2591,978,431
1.74855,2591,977,432
1.74858,2591,976,433
1.74865,2590,977,433
1.74929,2590,976,434
1.74938,2589,977,434
1.74943,2588,978,434
1.74967,2587,979,434
1.75046,2586,980,434
1.75105,2586,979,435
1.75112,2586,978,436
1.75116,2586,977,437
1.75124,2585,978,437
1.75135,2584,979,437
1.75153,2584,978,438
1.75155,2583,979,438
1.75173,2583,978,439
1.75183,2582,979,439
1.75214,2581,980,439
1.75249,2581,979,440
1.7525,2580,980,440
1.75255,2580,979,441
1.75272,2580,978,442
1.75325,2579,979,442
1.75326,2578,980,442
1.75388,2578,979,443
1.75424,2577,980,443
1.75428,2576,981,443
1.75487,2576,980,444
1.75503,2575,981,444
1.75535,2574,982,444
1.75548,2574,981,445
1.75572,2573,982,445
1.75574,2572,983,445
1.75609,2571,984,445
1.75704,2570,985,445
1.75708,2569,986,445
1.75713,2568,987,445
1.75725,2568,986,446
1.75737,2567,987,446
1.75748,2567,986,447
1.75793,2566,987,447
1.75804,2565,988,447
1.7582,2564,989,447
1.7583,2564,988,448
1.75903,2563,989,448
1.75969,2563,988,449
1.75988,2562,989,449
1.76003,2561,990,449
1.76023,2560,991,449
1.76025,2559,992,449
1.76026,2558,993,449
1.76048,2557,994,449
1.76052,2556,995,449
1.76064,2556,994,450
1.76077,2555,995,450
1.76097,2555,994,451
1.76118,2555,993,452
1.76133,2555,992,453
1.7616,2554,993,453
1.7619,2553,994,453
1.76195,2552,995,453
1.76223,2551,996,453
1.76224,2550,997,453
1.76235,2550,996,454
1.76238,2549,997,454
1.76239,2548,998,454
1.76241,2547,999,454
1.76275,2546,1000,454
1.76287,2545,1001,454
1.76348,2544,1002,454
1.76356,2544,1001,455
1.7636,2543,1002,455
1.76362,2543,1001,456
1.76413,2542,1002,456
1.76464,2541,1003,456
1.76479,2540,1004,456
1.76543,2540,1003,457
1.76545,2540,1002,458
1.76547,2539,1003,458
1.76578,2538,1004,458
1.76609,2537,1005,458
1.76616,2536,1006,458
1.7663,2536,1005,459
1.76653,2535,1006,459
1.76665,2534,1007,459
1.76693,2534,1006,460
1.76713,2533,1007,460
1.76726,2532,1008,460
1.76771,2532,1007,461
1.76803,2532,1006,462
1.76821,2531,1007,462
1.76829,2530,1008,462
1.76843,2530,1007,463
1.76849,2529,1008,463
1.76887,2528,1009,463
1.769,2528,1008,464
1.76903,2528,1007,465
1.76912,2527,1008,465
1.7693,2527,1007,466
1.76986,2526,1008,466
1.77009,2525,1009,466
1.7703,2524,1010,466
1.77037,2523,1011,466
1.77073,2522,1012,466
1.77136,2522,1011,467
1.77178,2521,1012,467
1.77228,2520,1013,467
1.77247,2519,1014,467
1.77254,2518,1015,467
1.7731,2517,1016,467
1.77316,2516,1017,467
1.7734,2515,1018,467
1.7734,2514,1019,467
1.77352,2513,1020,467
1.77387,2512,1021,467
1.77463,2512,1020,468
1.7749,2511,1021,468
1.77629,2511,1020,469
1.77714,2510,1021,469
1.77722,2510,1020,470
1.77746,2509,1021,470
1.77777,2509,1020,471
1.77799,2509,1019,472
1.77811,2509,1018,473
1.7784,2508,1019,473
1.7784,2507,1020,473
1.77891,2507,1019,474
1.77893,2506,1020,474
1.77918,2505,1021,474
1.77958,2504,1022,474
1.77964,2503,1023,474
1.78022,2502,1024,474
1.7804,2502,1023,475
1.78061,2502,1022,476
1.78068,2502,1021,477
1.78109,2502,1020,478
1.7813,2501,1021,478
1.78153,2500,1022,478
1.78162,2499,1023,478
1.78177,2499,1022,479
1.78185,2499,1021,480
1.78195,2499,1020,481
1.78197,2498,1021,481
1.78296,2497,1022,481
1.78314,2497,1021,482
1.78363,2496,1022,482
1.78379,2495,1023,482
1.78388,2495,1022,483
1.78402,2494,1023,483
1.78415,2493,1024,483
1.78444,2493,1023,484
1.78445,2492,1024,484
1.78534,2492,1023,485
1.78604,2491,1024,485
1.78652,2490,1025,485
1.78683,2489,1026,485
1.78716,2489,1025,486
1.788,2489,1024,487
1.78813,2489,1023,488
1.78863,2488,1024,488
1.78902,2487,1025,488
1.78908,2486,1026,488
1.78913,2485,1027,488
1.78964,2485,1026,489
1.7897,2484,1027,489
1.78974,2483,1028,489
1.78992,2483,1027,490
1.79034,2483,1026,491
1.79062,2482,1027,491
1.79088,2481,1028,491
1.7909,2481,1027,492
1.79098,2480,1028,492
1.79125,2479,1029,492
1.79162,2478,1030,492
1.79207,2477,1031,492
1.79217,2476,1032,492
1.79275,2475,1033,492
1.79279,2474,1034,492
1.79284,2474,1033,493
1.7933,2473,1034,493
1.79332,2472,1035,493
1.79344,2471,1036,493
1.79422,2470,1037,493
1.79472,2470,1036,494
1.7951,2470,1035,495
1.79514,2469,1036,495
1.79557,2468,1037,495
1.79559,2467,1038,495
1.79579,2466,1039,495
1.79583,2466,1038,496
1.79585,2466,1037,497
1.79591,2465,1038,497
1.7965,2465,1037,498
1.79691,2465,1036,499
1.79704,2465,1035,500
1.7978,2464,1036,500
1.79781,2463,1037,500
1.79825,2462,1038,500
1.79855,2461,1039,500
1.79865,2460,1040,500
1.79895,2459,1041,500
1.79995,2458,1042,500
1.80032,2457,1043,500
1.80033,2456,1044,500
1.80039,2455,1045,500
1.80051,2454,1046,500
1.80054,2453,1047,500
1.8007,2452,1048,500
1.80117,2451,1049,500
1.80141,2450,1050,500
1.80153,2450,1049,501
1.80182,2449,1050,501
1.80187,2448,1051,501
1.80193,2447,1052,501
1.80224,2446,1053,501
1.80253,2445,1054,501
1.8027,2445,1053,502
1.80373,2444,1054,502
1.80413,2443,1055,502
1.80417,2442,1056,502
1.80418,2441,1057,502
1.80424,2440,1058,502
1.80434,2439,1059,502
1.80491,2438,1060,502
1.80513,2438,1059,503
1.80539,2438,1058,504
1.80584,2437,1059,504
1.80587,2436,1060,504
1.80618,2435,1061,504
1.80681,2434,1062,504
1.80692,2433,1063,504
1.80709,2432,1064,504
1.8078,2432,1063,505
1.80791,2431,1064,505
1.80805,2431,1063,506
1.8082,2430,1064,506
1.80876,2430,1063,507
1.80878,2429,1064,507
1.80961,2428,1065,507
1.80973,2427,1066,507
1.81004,2427,1065,508
1.81061,2427,1064,509
1.81063,2426,1065,509
1.81067,2425,1066,509
1.81095,2424,1067,509
1.8114,2424,1066,510
1.81154,2424,1065,511
1.8117,2423,1066,511
1.81172,2423,1065,512
1.81175,2422,1066,512
1.8118,2422,1065,513
1.81224,2421,1066,513
1.81235,2420,1067,513
1.81244,2419,1068,513
1.81264,2418,1069,513
1.81268,2417,1070,513
1.81311,2416,1071,513
1.81316,2415,1072,513
1.81357,2414,1073,513
1.8137,2414,1072,514
1.81385,2413,1073,514
1.81386,2413,1072,515
1.81397,2413,1071,516
1.81447,2412,1072,516
1.8146,2411,1073,516
1.81479,2410,1074,516
1.81513,2409,1075,516
1.81568,2409,1074,517
1.81595,2409,1073,518
1.81598,2408,1074,518
1.81642,2407,1075,518
1.81672,2406,1076,518
1.81703,2406,1075,519
1.81766,2405,1076,519
1.81783,2404,1077,519
1.8183,2403,1078,519
1.81885,2402,1079,519
1.81909,2401,1080,519
1.8192,2400,1081,519
1.81925,2399,1082,519
1.81958,2398,1083,519
1.8199,2397,1084,519
1.82004,2397,1083,520
1.82007,2396,1084,520
1.82017,2396,1083,521
1.82039,2395,1084,521
1.82091,2394,1085,521
1.821,2394,1084,522
1.82108,2394,1083,523
1.82166,2394,1082,524
1.82176,2393,1083,524
1.82186,2392,1084,524
1.8221,2391,1085,524
1.82268,2391,1084,525
1.82315,2391,1083,526
1.82334,2390,1084,526
1.824,2390,1083,527
1.82404,2390,1082,528
1.82404,2389,1083,528
1.82418,2388,1084,528
1.82472,2387,1085,528
1.82521,2386,1086,528
1.82561,2385,1087,528
1.82569,2385,1086,529
1.82576,2385,1085,530
1.82579,2385,1084,531
1.82585,2384,1085,531
1.82593,2383,1086,531
1.82598,2383,1085,532
1.8262,2382,1086,532
1.82622,2381,1087,532
1.82692,2380,1088,532
1.82692,2379,1089,532
1.82819,2378,1090,532
1.8283,2377,1091,532
1.82837,2376,1092,532
1.82859,2375,1093,532
1.82875,2374,1094,532
1.82876,2373,1095,532
1.82886,2372,1096,532
1.82894,2371,1097,532
1.82902,2370,1098,532
1.82923,2369,1099,532
1.82968,2369,1098,533
1.82968,2368,1099,533
1.82971,2368,1098,534
1.82995,2368,1097,535
1.83019,2367,1098,535
1.83022,2366,1099,535
1.83053,2365,1100,535
1.83148,2364,1101,535
1.83162,2363,1102,535
1.83169,2362,1103,535
1.83174,2362,1102,536
1.83177,2361,1103,536
1.83179,2361,1102,537
1.83181,2360,1103,537
1.832,2359,1104,537
1.83297,2358,1105,537
1.83335,2357,1106,537
1.83355,2356,1107,537
1.8341,2355,1108,537
1.83439,2354,1109,537
1.83465,2353,1110,537
1.83471,2352,1111,537
1.83481,2351,1112,537
1.83484,2350,1113,537
1.83492,2349,1114,537
1.8351,2348,1115,537
1.83522,2348,1114,538
1.83552,2348,1113,539
1.83569,2347,1114,539
1.83594,2346,1115,539
1.83613,2345,1116,539
1.83627,2345,1115,540
1.83661,2344,1116,540
1.83749,2344,1115,541
1.83767,2344,1114,542
1.83776,2343,1115,542
1.83789,2342,1116,542
1.83809,2342,1115,543
1.83864,2341,1116,543
1.8388,2340,1117,543
1.8395,2339,1118,543
1.8402,2338,1119,543
1.84037,2337,1120,543
1.84044,2336,1121,543
1.84048,2336,1120,544
1.84059,2335,1121,544
1.84064,2334,1122,544
1.84066,2333,1123,544
1.84079,2332,1124,544
1.84124,2332,1123,545
1.84126,2331,1124,545
1.84191,2330,1125,545
1.84196,2329,1126,545
1.84215,2328,1127,545
1.84226,2327,1128,545
1.84232,2326,1129,545
1.84295,2325,1130,545
1.84318,2324,1131,545
1.84334,2323,1132,545
1.84341,2323,1131,546
1.84381,2322,1132,546
1.84382,2321,1133,546
1.84394,2320,1134,546
1.84394,2320,1133,547
1.84418,2319,1134,547
1.84426,2318,1135,547
1.84434,2317,1136,547
1.84435,2316,1137,547
1.84438,2316,1136,548
1.8449,2315,1137,548
1.84491,2314,1138,548
1.84521,2314,1137,549
1.84543,2313,1138,549
1.84565,2312,1139,549
1.84586,2311,1140,549
1.84614,2310,1141,549
1.84627,2309,1142,549
1.84633,2308,1143,549
1.84634,2307,1144,549
1.84666,2307,1143,550
1.84791,2306,1144,550
1.84805,2305,1145,550
1.84855,2304,1146,550
1.84864,2304,1145,551
1.84865,2303,1146,551
1.84866,2302,1147,551
1.84871,2301,1148,551
1.84873,2301,1147,552
1.84994,2300,1148,552
1.85011,2300,1147,553
1.85013,2300,1146,554
1.85028,2299,1147,554
1.85066,2299,1146,555
1.85132,2299,1145,556
1.85134,2298,1146,556
1.85136,2297,1147,556
1.8521,2296,1148,556
1.85214,2296,1147,557
1.8522,2295,1148,557
1.85228,2294,1149,557
1.8523,2294,1148,558
1.85239,2293,1149,558
1.85278,2293,1148,559
1.85303,2292,1149,559
1.85343,2291,1150,559
1.85357,2290,1151,559
1.85404,2289,1152,559
1.85429,2288,1153,559
1.85459,2288,1152,560
1.8546,2287,1153,560
1.85465,2287,1152,561
1.85536,2286,1153,561
1.85539,2285,1154,561
1.85559,2284,1155,561
1.8559,2283,1156,561
1.85603,2282,1157,561
1.85683,2281,1158,561
1.85729,2280,1159,561
1.85761,2279,1160,561
1.85769,2278,1161,561
1.8577,2278,1160,562
1.85773,2278,1159,563
1.8586,2277,1160,563
1.85874,2276,1161,563
1.85883,2275,1162,563
1.85895,2274,1163,563
1.85996,2274,1162,564
1.86019,2273,1163,564
1.86037,2272,1164,564
1.8611,2272,1163,565
1.86172,2271,1164,565
1.86178,2270,1165,565
1.86199,2270,1164,566
1.86221,2270,1163,567
1.86229,2269,1164,567
1.86237,2268,1165,567
1.86246,2267,1166,567
1.86249,2267,1165,568
